keyword,impressions,clicks,cost,conversions,revenue,quality_score,ctr,cpc,conversion_rate,cpa,roas,CTR,Conversion Rate,CPA,ROAS
groceries,3160,57,225.41,4,323.81,8,0.018037974683544303,3.9545614035087717,0.07017543859649122,56.3525,1.4365378643360986,1.8037974683544302,7.017543859649122,56.3525,1.4365378643360986
electronics,2793,298,1885.85,9,272.81,2,0.1066953097028285,6.328355704697986,0.030201342281879196,209.5388888888889,0.144661558448445,10.669530970282851,3.0201342281879198,209.5388888888889,0.144661558448445
groceries,4991,331,1775.57,1,46.96,10,0.0663193748747746,5.364259818731117,0.0030211480362537764,1775.57,0.026447844917406805,6.63193748747746,0.3021148036253776,1775.57,0.026447844917406805
education,3727,80,522.69,3,192.44,10,0.021464985242822646,6.533625000000001,0.0375,174.23000000000002,0.36817233924505915,2.1464985242822645,3.75,174.23000000000002,0.36817233924505915
shopping,1463,52,352.96,2,89.27,10,0.0355434039644566,6.787692307692307,0.038461538461538464,176.48,0.2529181776971895,3.55434039644566,3.8461538461538463,176.48,0.2529181776971895
travel,2081,109,182.26,2,121.73,6,0.052378664103796255,1.672110091743119,0.01834862385321101,91.13,0.6678920223856031,5.237866410379626,1.834862385321101,91.13,0.6678920223856031
electronics,1763,130,453.88,2,50.49,1,0.0737379466817924,3.4913846153846153,0.015384615384615385,226.94,0.11124085661408302,7.37379466817924,1.5384615384615385,226.94,0.11124085661408302
fashion,1629,59,449.15,6,198.48,3,0.03621853898096992,7.612711864406779,0.1016949152542373,74.85833333333333,0.4419013692530335,3.6218538980969917,10.16949152542373,74.85833333333333,0.4419013692530335
education,2337,38,132.77,4,106.79,1,0.016260162601626018,3.4939473684210527,0.10526315789473684,33.1925,0.8043232657979965,1.6260162601626018,10.526315789473683,33.1925,0.8043232657979965
shopping,1406,62,579.55,2,53.85,1,0.044096728307254626,9.34758064516129,0.03225806451612903,289.775,0.09291691829868003,4.409672830725462,3.225806451612903,289.775,0.09291691829868003
groceries,4129,25,217.23,1,27.21,1,0.006054734802615646,8.6892,0.04,217.23,0.12525894213506422,0.6054734802615646,4.0,217.23,0.12525894213506422
travel,2775,209,1436.06,16,704.79,5,0.07531531531531531,6.871100478468899,0.07655502392344497,89.75375,0.49078032951269446,7.531531531531531,7.655502392344498,89.75375,0.49078032951269446
data plan,809,45,282.02,5,210.85,4,0.05562422744128554,6.26711111111111,0.1111111111111111,56.403999999999996,0.7476420112048792,5.562422744128554,11.11111111111111,56.403999999999996,0.7476420112048792
furniture,4844,258,158.87,8,359.24,9,0.05326176713459951,0.6157751937984496,0.031007751937984496,19.85875,2.261219865298672,5.326176713459951,3.10077519379845,19.85875,2.261219865298672
home loan,4513,132,895.05,4,162.42,6,0.029248836693995126,6.780681818181818,0.030303030303030304,223.7625,0.18146472264119323,2.9248836693995126,3.0303030303030303,223.7625,0.18146472264119323
shopping,3848,219,1630.79,3,105.46,5,0.056912681912681916,7.4465296803652965,0.0136986301369863,543.5966666666667,0.06466804432207703,5.6912681912681915,1.36986301369863,543.5966666666667,0.06466804432207703
loan,4879,208,1086.55,7,346.32,5,0.042631686821069895,5.223798076923076,0.03365384615384615,155.22142857142856,0.31873360636878195,4.26316868210699,3.3653846153846154,155.22142857142856,0.31873360636878195
mobile,763,74,39.68,2,126.15,6,0.09698558322411534,0.5362162162162162,0.02702702702702703,19.84,3.1791834677419355,9.698558322411534,2.7027027027027026,19.84,3.1791834677419355
loan,3545,72,596.7,3,98.37,3,0.020310296191819465,8.287500000000001,0.041666666666666664,198.9,0.16485671191553544,2.0310296191819464,4.166666666666666,198.9,0.16485671191553544
data plan,3843,312,1892.51,3,113.54,3,0.08118657298985169,6.065737179487179,0.009615384615384616,630.8366666666667,0.059994398972792747,8.118657298985168,0.9615384615384616,630.8366666666667,0.059994398972792747
insurance-life,1595,68,492.14,1,60.14,9,0.042633228840125395,7.2373529411764705,0.014705882352941176,492.14,0.1222009997155281,4.263322884012539,1.4705882352941175,492.14,0.1222009997155281
furniture,3404,157,213.21,10,345.88,4,0.046122209165687426,1.3580254777070064,0.06369426751592357,21.321,1.6222503634913934,4.6122209165687424,6.369426751592357,21.321,1.6222503634913934
loan,3863,54,393.96,5,320.84,6,0.01397877297437225,7.295555555555556,0.09259259259259259,78.792,0.8143974007513453,1.3978772974372249,9.25925925925926,78.792,0.8143974007513453
insurance-life,1953,85,538.46,3,69.68,1,0.04352278545826933,6.334823529411765,0.03529411764705882,179.48666666666668,0.1294060840173829,4.352278545826933,3.5294117647058822,179.48666666666668,0.1294060840173829
credit card,4759,125,455.59,2,121.29,7,0.02626602227358689,3.64472,0.016,227.795,0.26622621216444614,2.626602227358689,1.6,227.795,0.26622621216444614
insurance,3681,572,3794.1,32,1919.33,7,0.1553925563705515,6.633041958041958,0.055944055944055944,118.565625,0.5058722753749242,15.539255637055149,5.594405594405594,118.565625,0.5058722753749242
fashion,1736,56,125.33,2,61.71,3,0.03225806451612903,2.238035714285714,0.03571428571428571,62.665,0.49238011649245994,3.225806451612903,3.571428571428571,62.665,0.49238011649245994
data plan,3099,84,833.12,2,105.52,5,0.027105517909002903,9.918095238095239,0.023809523809523808,416.56,0.1266564240445554,2.7105517909002903,2.380952380952381,416.56,0.1266564240445554
shopping,3252,25,115.36,3,115.99,6,0.007687576875768758,4.6144,0.12,38.45333333333333,1.0054611650485437,0.7687576875768758,12.0,38.45333333333333,1.0054611650485437
furniture,4197,114,244.29,1,53.85,8,0.027162258756254467,2.142894736842105,0.008771929824561403,244.29,0.22043472921527693,2.7162258756254465,0.8771929824561403,244.29,0.22043472921527693
education,4837,232,1005.36,18,514.06,3,0.04796361381021294,4.333448275862069,0.07758620689655173,55.85333333333333,0.5113193283997771,4.796361381021294,7.758620689655173,55.85333333333333,0.5113193283997771
fashion,954,24,75.38,1,61.57,8,0.025157232704402517,3.140833333333333,0.041666666666666664,75.38,0.8167949058105599,2.515723270440252,4.166666666666666,75.38,0.8167949058105599
insurance-life,3574,169,1632.0,7,334.7,5,0.04728595411303861,9.65680473372781,0.04142011834319527,233.14285714285714,0.20508578431372548,4.7285954113038615,4.142011834319527,233.14285714285714,0.20508578431372548
insurance,1807,138,564.69,5,251.69,9,0.07636967349197565,4.091956521739131,0.036231884057971016,112.93800000000002,0.4457135773610299,7.636967349197565,3.6231884057971016,112.93800000000002,0.4457135773610299
home loan,1833,63,389.63,1,33.51,5,0.03436988543371522,6.184603174603175,0.015873015873015872,389.63,0.08600467109822138,3.436988543371522,1.5873015873015872,389.63,0.08600467109822138
healthcare,3355,41,172.41,1,23.55,1,0.012220566318926976,4.205121951219512,0.024390243902439025,172.41,0.13659300504611102,1.2220566318926975,2.4390243902439024,172.41,0.13659300504611102
travel,4318,131,1297.35,9,405.88,7,0.03033811949976841,9.903435114503816,0.06870229007633588,144.14999999999998,0.31285312367518403,3.0338119499768412,6.870229007633588,144.14999999999998,0.31285312367518403
electronics,4596,100,821.33,3,127.89,4,0.02175805047867711,8.2133,0.03,273.7766666666667,0.1557108592161494,2.175805047867711,3.0,273.7766666666667,0.1557108592161494
data plan,4489,176,612.21,1,64.8,7,0.03920695032301181,3.478465909090909,0.005681818181818182,612.21,0.10584603322389376,3.920695032301181,0.5681818181818182,612.21,0.10584603322389376
education,2427,23,83.4,4,141.9,6,0.009476720230737536,3.6260869565217395,0.17391304347826086,20.85,1.7014388489208632,0.9476720230737536,17.391304347826086,20.85,1.7014388489208632
groceries,3031,61,329.29,1,32.06,2,0.020125371164632134,5.398196721311476,0.01639344262295082,329.29,0.0973609887940721,2.0125371164632133,1.639344262295082,329.29,0.0973609887940721
home loan,297,15,97.42,1,77.72,9,0.050505050505050504,6.494666666666666,0.06666666666666667,97.42,0.7977827961404229,5.05050505050505,6.666666666666667,97.42,0.7977827961404229
groceries,2030,46,341.26,1,38.37,5,0.022660098522167486,7.418695652173913,0.021739130434782608,341.26,0.11243626560393834,2.2660098522167487,2.1739130434782608,341.26,0.11243626560393834
loan,3682,155,1286.13,8,216.79,2,0.0420966865833786,8.297612903225808,0.05161290322580645,160.76625,0.1685599433960797,4.2096686583378595,5.161290322580645,160.76625,0.1685599433960797
home loan,3497,43,238.86,1,32.07,2,0.012296253931941665,5.554883720930233,0.023255813953488372,238.86,0.13426274805325294,1.2296253931941665,2.3255813953488373,238.86,0.13426274805325294
mobile,2611,246,1591.73,4,102.55,1,0.09421677518192263,6.470447154471545,0.016260162601626018,397.9325,0.06442675579401029,9.421677518192263,1.6260162601626018,397.9325,0.06442675579401029
credit card,1894,63,559.34,3,225.27,8,0.03326293558606125,8.8784126984127,0.047619047619047616,186.4466666666667,0.4027425179676047,3.3262935586061246,4.761904761904762,186.4466666666667,0.4027425179676047
shopping,2911,92,187.75,2,63.52,2,0.03160425970456888,2.0407608695652173,0.021739130434782608,93.875,0.3383222370173103,3.160425970456888,2.1739130434782608,93.875,0.3383222370173103
insurance-life,1469,31,144.13,3,211.34,8,0.02110279101429544,4.6493548387096775,0.0967741935483871,48.04333333333333,1.4663151321723444,2.110279101429544,9.67741935483871,48.04333333333333,1.4663151321723444
home loan,3319,84,204.03,5,175.09,4,0.025308827960228986,2.4289285714285715,0.05952380952380952,40.806,0.8581581140028427,2.5308827960228983,5.952380952380952,40.806,0.8581581140028427
credit card,3011,128,932.4,4,319.51,10,0.04251079375622717,7.284375,0.03125,233.1,0.34267481767481767,4.251079375622717,3.125,233.1,0.34267481767481767
shopping,1834,71,208.32,1,70.9,10,0.03871319520174482,2.9340845070422534,0.014084507042253521,208.32,0.34034178187403996,3.871319520174482,1.4084507042253522,208.32,0.34034178187403996
home loan,1943,21,80.03,2,82.58,5,0.01080802882141019,3.810952380952381,0.09523809523809523,40.015,1.0318630513557416,1.0808028821410192,9.523809523809524,40.015,1.0318630513557416
education,588,64,317.1,4,105.88,1,0.10884353741496598,4.9546875,0.0625,79.275,0.33390097760958687,10.884353741496598,6.25,79.275,0.33390097760958687
healthcare,3076,85,398.5,1,49.32,6,0.027633289986996098,4.688235294117647,0.011764705882352941,398.5,0.12376411543287327,2.7633289986996097,1.1764705882352942,398.5,0.12376411543287327
furniture,2059,115,89.49,1,24.75,1,0.055852355512384655,0.7781739130434783,0.008695652173913044,89.49,0.27656721421387864,5.5852355512384655,0.8695652173913043,89.49,0.27656721421387864
electronics,2485,94,738.19,3,84.91,2,0.037826961770623745,7.853085106382979,0.031914893617021274,246.06333333333336,0.11502458716590579,3.7826961770623746,3.1914893617021276,246.06333333333336,0.11502458716590579
insurance,3019,181,1545.86,20,813.0,9,0.05995362702881749,8.540662983425413,0.11049723756906077,77.29299999999999,0.5259208466484675,5.995362702881749,11.049723756906078,77.29299999999999,0.5259208466484675
insurance-life,4836,43,238.39,1,76.01,8,0.008891645988420183,5.543953488372093,0.023255813953488372,238.39,0.31884726708335087,0.8891645988420183,2.3255813953488373,238.39,0.31884726708335087
electronics,1902,19,40.72,1,36.23,4,0.009989484752891693,2.143157894736842,0.05263157894736842,40.72,0.8897347740667976,0.9989484752891693,5.263157894736842,40.72,0.8897347740667976
travel,4161,455,1299.21,28,1724.09,9,0.10934871425138187,2.8554065934065935,0.06153846153846154,46.400357142857146,1.3270295025438534,10.934871425138187,6.153846153846154,46.400357142857146,1.3270295025438534
groceries,3469,193,328.13,4,112.5,3,0.05563562986451427,1.7001554404145078,0.02072538860103627,82.0325,0.342851918446957,5.563562986451427,2.072538860103627,82.0325,0.342851918446957
loan,723,15,132.39,1,47.84,5,0.02074688796680498,8.825999999999999,0.06666666666666667,132.39,0.36135659793035735,2.0746887966804977,6.666666666666667,132.39,0.36135659793035735
healthcare,1116,79,399.86,4,202.42,8,0.07078853046594982,5.061518987341772,0.05063291139240506,99.965,0.5062271795128295,7.078853046594983,5.063291139240507,99.965,0.5062271795128295
home loan,3743,122,189.66,2,89.79,6,0.03259417579481699,1.5545901639344262,0.01639344262295082,94.83,0.47342613097121167,3.259417579481699,1.639344262295082,94.83,0.47342613097121167
education,2149,204,595.7,12,551.76,4,0.0949278734295021,2.9200980392156866,0.058823529411764705,49.64166666666667,0.9262380392815175,9.49278734295021,5.88235294117647,49.64166666666667,0.9262380392815175
healthcare,3208,211,1139.09,11,279.21,1,0.06577306733167082,5.398530805687203,0.052132701421800945,103.55363636363636,0.2451167159750327,6.577306733167082,5.213270142180095,103.55363636363636,0.2451167159750327
shopping,2156,134,209.09,2,119.8,5,0.06215213358070501,1.5603731343283582,0.014925373134328358,104.545,0.5729590128652733,6.215213358070501,1.4925373134328357,104.545,0.5729590128652733
healthcare,3270,41,398.44,2,65.43,5,0.01253822629969419,9.718048780487806,0.04878048780487805,199.22,0.16421544021684573,1.2538226299694188,4.878048780487805,199.22,0.16421544021684573
insurance,1782,136,177.16,9,559.6,9,0.07631874298540965,1.3026470588235295,0.0661764705882353,19.684444444444445,3.1587265748475954,7.631874298540965,6.61764705882353,19.684444444444445,3.1587265748475954
insurance-life,2355,87,622.08,2,105.54,7,0.03694267515923567,7.150344827586207,0.022988505747126436,311.04,0.16965663580246915,3.694267515923567,2.2988505747126435,311.04,0.16965663580246915
healthcare,4599,199,938.11,5,250.43,4,0.04327027614698847,4.7141206030150755,0.02512562814070352,187.622,0.2669516368016544,4.327027614698848,2.512562814070352,187.622,0.2669516368016544
home loan,3291,35,316.64,7,271.48,4,0.010635065329687025,9.046857142857142,0.2,45.23428571428571,0.8573774633653362,1.0635065329687026,20.0,45.23428571428571,0.8573774633653362
